,Id,OverallQual,OverallCond,KitchenQual,GarageCars,Functional,Fireplaces,BsmtExposure,GarageFinish,GarageQual,BsmtQual,HeatingQC,ExterQual,FireplaceQu,BsmtFinType1,BsmtFinType2,TotRmsAbvGrd,BsmtFinSF1,MasVnrArea,BsmtFinSF2,KitchenAbvGr,Outdoor_Rec,Total_Fullbath,Total_Halfbath,Total_House_Area,UnfBsmt,SalePrice,logSalePrice,RoofMatl_compshg,RoofMatl_membran,RoofMatl_metal,RoofMatl_roll,RoofMatl_tar&grv,RoofMatl_wdshake,RoofMatl_wdshngl,CentralAir_y,Exterior1st_asphshn,Exterior1st_brkcomm,Exterior1st_brkface,Exterior1st_cblock,Exterior1st_cemntbd,Exterior1st_hdboard,Exterior1st_imstucc,Exterior1st_metalsd,Exterior1st_plywood,Exterior1st_stone,Exterior1st_stucco,Exterior1st_vinylsd,Exterior1st_wd sdng,Exterior1st_wdshing,Exterior2nd_asphshn,Exterior2nd_brk cmn,Exterior2nd_brkface,Exterior2nd_cblock,Exterior2nd_cmentbd,Exterior2nd_hdboard,Exterior2nd_imstucc,Exterior2nd_metalsd,Exterior2nd_other,Exterior2nd_plywood,Exterior2nd_stone,Exterior2nd_stucco,Exterior2nd_vinylsd,Exterior2nd_wd sdng,Exterior2nd_wd shng,Foundation_cblock,Foundation_pconc,Foundation_slab,Foundation_stone,Foundation_wood,MasVnrType_brkface,MasVnrType_nothing,MasVnrType_stone,PavedDrive_p,PavedDrive_y,Heating_gasa,Heating_gasw,Heating_grav,Heating_othw,Heating_wall,Electrical_fusef,Electrical_fusep,Electrical_mix,Electrical_sbrkr
469,470,6,5,4,2,8,0,1,2,3,4,5,4,0,6,1,7,426,120,0,1,214,2,1,2542,0.4879807692307692,187000,12.138863895836725,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
470,471,8,5,4,2,8,0,3,2,3,4,3,4,0,6,4,4,368,0,1120,1,194,2,1,2990,0.0,212000,12.26434155365415,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
471,472,7,6,3,2,8,1,1,2,3,4,3,3,4,1,1,8,0,0,0,1,276,2,1,2777,1.0,190000,12.154779351142624,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
472,473,6,5,3,2,8,0,4,2,3,4,5,3,0,6,1,5,459,80,0,1,28,2,0,1619,0.16087751371115175,148000,11.904967552746252,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
473,474,8,5,4,3,8,1,4,2,3,5,5,4,5,6,1,7,1350,304,0,1,313,3,0,3952,0.3168016194331984,440000,12.994530005894443,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
474,475,8,5,5,2,8,0,3,2,3,4,5,4,0,6,1,6,1196,0,0,1,144,3,0,3146,0.1994645247657296,251000,12.43320821811392,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
475,476,5,6,3,2,8,0,1,1,3,3,3,3,0,6,1,5,630,0,0,1,216,2,0,1940,0.35051546391752575,132500,11.794337924408413,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
476,477,6,5,4,2,8,1,4,3,3,4,5,3,3,6,1,7,994,215,0,1,179,3,0,2971,0.3274695534506089,208900,12.249610947544657,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
477,478,9,5,5,3,8,1,3,3,3,4,5,5,4,1,1,9,0,772,0,1,498,2,1,4796,1.0,380000,12.84792653170257,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
478,479,8,5,4,3,8,1,4,2,3,5,5,4,4,6,1,7,1288,336,0,1,252,3,0,3423,0.24457478005865102,297000,12.601487417784837,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
479,480,4,7,3,2,8,0,1,1,3,2,3,3,0,3,1,7,168,435,0,1,72,1,0,2038,0.814773980154355,89471,11.401669829409995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
480,481,9,5,4,3,8,1,4,3,3,5,5,4,4,6,1,8,1261,378,0,1,631,3,0,3683,0.3120567375886525,326000,12.694652660348845,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
481,482,9,5,5,3,8,1,4,3,3,5,5,4,4,6,1,6,1567,562,0,1,255,3,0,3584,0.12555803571428573,374000,12.832011076396668,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
482,483,7,8,5,1,6,1,1,1,2,3,5,4,4,5,1,7,299,0,0,1,0,2,1,2736,0.6714285714285714,155000,11.951180395901384,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
483,484,6,5,3,2,8,0,1,1,3,5,5,3,0,6,1,5,897,116,0,1,125,3,0,2432,0.2623355263157895,164000,12.007621706806335,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
484,485,5,7,4,1,8,0,1,1,3,3,4,3,0,5,1,6,588,0,0,1,132,2,0,1998,0.4114114114114114,132500,11.794337924408413,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
485,486,5,7,4,1,8,1,1,1,3,3,4,4,4,5,1,5,607,0,0,1,200,1,0,2226,0.4546271338724169,147000,11.898187865760873,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
486,487,5,7,3,2,8,0,1,2,3,3,3,3,0,5,1,6,836,168,0,1,0,2,1,2146,0.22087604846225536,156000,11.957611286231675,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
487,488,5,6,3,2,8,1,3,1,3,4,4,3,3,5,1,7,998,0,0,1,404,2,0,2968,0.3274932614555256,175000,12.072541252905651,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
488,489,5,4,3,2,5,1,1,1,3,3,3,3,4,4,1,10,664,0,0,2,142,2,0,3368,0.3039832285115304,160000,11.982929094215963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
489,490,4,8,4,1,8,0,3,1,3,4,3,3,0,6,1,3,515,0,0,1,0,2,0,1260,0.18253968253968253,86000,11.362102575235644,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
490,491,5,6,3,1,8,1,2,3,3,4,3,3,4,1,1,4,0,0,0,1,165,1,1,1568,1.0,115000,11.652687407345388,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
491,492,6,7,2,1,8,2,1,1,3,3,3,3,3,4,3,5,403,0,165,1,32,2,0,2384,0.29528535980148884,133000,11.79810440720389,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
492,493,6,5,3,2,8,0,1,2,3,4,4,4,0,1,1,8,0,0,0,1,0,2,1,2184,1.0,172785,12.059803326028716,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
493,494,5,6,3,1,8,1,1,1,3,3,3,3,2,4,2,6,374,0,532,1,0,1,1,2538,0.2860520094562648,155000,11.951180395901384,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
494,495,5,8,3,1,8,0,1,1,3,2,4,3,0,1,1,4,0,0,0,1,244,1,0,1076,1.0,91300,11.421906066583059,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
495,496,4,5,3,0,8,0,1,0,0,3,3,3,0,3,1,4,495,0,0,1,638,1,0,1440,0.3125,34900,10.460242108190519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
496,497,8,5,4,2,8,1,1,2,3,4,5,4,4,6,1,10,1231,0,0,1,630,4,0,6428,0.6153125,430000,12.971540487669746,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
497,498,7,6,3,1,8,0,1,1,3,3,5,3,0,3,1,8,329,0,0,1,100,3,0,2846,0.6793372319688109,184000,12.122691036591123,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
498,499,5,7,4,1,8,0,1,3,3,3,5,3,0,5,1,5,450,89,0,1,64,1,0,1763,0.4791666666666667,130000,11.77528972943772,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
499,500,5,7,3,1,8,0,1,3,3,3,2,3,0,4,2,5,111,0,279,1,297,1,1,1824,0.5723684210526315,120000,11.695247021764184,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
500,501,6,5,3,1,8,0,1,1,3,3,3,3,0,4,1,7,356,285,0,1,172,1,1,1890,0.47023809523809523,113000,11.635143097694478,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
501,502,7,5,4,2,8,0,1,2,3,4,4,4,0,6,1,7,400,0,0,1,108,2,1,2634,0.5381062355658198,226700,12.33138283649562,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
502,503,5,7,3,2,8,0,1,1,2,3,5,3,0,5,6,6,698,0,96,1,184,2,0,2428,0.34596375617792424,140000,11.84939770159144,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
503,504,7,8,3,2,8,2,1,3,3,3,3,3,3,5,1,6,1247,0,0,1,215,3,0,3302,0.1692205196535643,289000,12.57418196709457,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
504,505,6,5,3,2,8,1,1,1,3,3,3,3,2,5,3,6,257,0,495,1,260,2,2,2177,0.12046783625730995,147000,11.898187865760873,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
505,506,5,5,3,2,8,0,1,1,3,3,4,3,0,1,1,10,0,360,0,2,0,2,0,2920,1.0,124500,11.732060994886899,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
506,507,8,5,4,2,8,1,1,2,3,4,5,4,3,6,1,8,380,125,0,1,263,2,1,2688,0.510939510939511,215000,12.2783933071098,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
507,508,6,5,4,2,8,0,1,3,3,4,5,4,0,6,1,4,27,0,0,1,102,2,0,2436,0.9778325123152709,208300,12.246734627249063,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
508,509,7,9,4,2,8,1,1,1,3,3,5,3,4,3,1,7,141,0,0,1,116,2,0,2067,0.795355587808418,161000,11.9891596439666,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
509,510,5,6,3,1,8,0,1,2,3,3,5,3,0,5,1,6,991,132,0,1,312,2,0,2082,0.04803073967339097,124500,11.732060994886899,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
510,511,5,7,3,1,7,2,1,1,3,3,5,4,3,4,3,6,650,70,180,1,534,2,0,2371,0.1765873015873016,164900,12.01309450854769,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
511,512,7,5,4,2,8,1,1,2,3,4,5,4,4,1,1,6,0,94,0,1,167,2,0,2736,1.0,202665,12.219309648562168,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
512,513,5,5,3,2,8,0,1,1,3,3,3,3,0,4,2,5,521,0,174,1,0,2,0,1728,0.19560185185185186,129900,11.77452020265869,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
513,514,6,5,3,2,8,0,1,1,3,3,3,3,0,5,1,5,336,0,0,1,278,1,1,2164,0.6900369003690037,134000,11.805595078933049,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
514,515,5,5,3,1,8,0,1,1,1,3,2,3,0,1,1,5,0,0,0,1,112,1,0,1557,1.0,96500,11.477298287327077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
515,516,10,5,5,3,8,1,1,3,3,5,5,5,4,6,1,9,1436,305,0,1,210,3,1,4026,0.28414755732801594,402861,12.906346868281233,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
516,517,6,6,3,2,8,1,1,2,3,3,3,3,3,1,1,7,0,333,0,1,104,2,1,2808,1.0,158000,11.970350312009105,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
517,518,7,5,4,3,8,1,1,2,3,4,5,4,3,1,1,7,0,921,0,1,220,2,1,3608,1.0,265000,12.487485104968359,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
518,519,6,5,3,2,8,0,2,2,3,4,5,3,0,6,1,7,706,0,0,1,36,3,1,2590,0.11083123425692695,211000,12.259613412458204,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
519,520,7,9,4,1,8,2,1,1,3,4,5,4,4,1,1,9,0,0,0,1,145,1,1,3356,1.0,234000,12.363076394339839,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
520,521,4,7,3,0,8,0,0,0,0,0,3,3,0,0,0,7,0,0,0,2,544,2,0,1294,0.0,106250,11.573550086786664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
521,522,6,6,3,1,8,2,1,1,3,3,5,3,4,3,1,6,777,0,0,1,40,1,1,2488,0.3754019292604502,150000,11.918390573078392,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
522,523,6,7,3,2,8,2,1,1,3,3,5,3,4,5,1,7,399,0,0,1,60,2,0,2668,0.602589641434263,159000,11.976659481202368,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
523,524,10,5,5,3,8,1,4,3,3,5,5,5,4,6,1,11,2260,762,0,1,614,4,1,7814,0.27979604843849587,184750,12.126758838810447,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
524,525,7,5,4,3,8,1,1,3,3,4,5,4,3,6,1,8,719,594,0,1,299,3,1,3777,0.47860768672951415,315750,12.662706040212738,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
525,526,7,5,4,2,8,1,1,1,3,4,5,4,3,1,1,6,0,0,0,1,182,2,0,2523,1.0,176000,12.078239274020289,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
526,527,5,7,3,1,8,0,1,1,3,4,3,3,0,3,1,4,377,0,0,1,417,1,0,1856,0.59375,132000,11.790557201568507,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
527,528,9,5,5,3,8,1,3,3,3,5,5,5,4,6,1,11,1330,268,0,1,192,3,1,4165,0.08402203856749312,446261,13.008659261632127,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
528,529,4,7,3,0,8,0,2,0,0,3,5,3,0,5,1,5,348,0,0,1,144,2,0,1133,0.3409090909090909,86000,11.362102575235644,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
529,530,6,3,3,2,4,2,1,2,3,3,3,4,3,3,1,9,1219,0,0,2,200,4,0,4550,0.400982800982801,200624,12.209187788430318,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
530,531,6,5,4,2,8,1,3,2,3,4,5,4,2,6,1,5,783,219,0,1,224,3,0,2970,0.46406570841889117,175000,12.072541252905651,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
531,532,6,8,3,2,8,0,2,3,3,2,5,3,0,1,1,6,0,0,0,1,84,2,0,1973,1.0,128000,11.759785542901755,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
532,533,5,7,3,1,5,1,0,1,3,0,5,3,1,0,0,5,0,0,0,1,0,1,0,827,0.0,107500,11.585246126549855,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
533,534,1,3,2,0,8,0,0,0,0,0,2,2,0,0,0,2,0,0,0,1,0,1,0,334,0.0,39300,10.578979797857352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
534,535,8,5,4,2,8,1,3,3,3,5,5,4,4,1,1,6,0,0,0,1,135,2,1,2121,1.0,178000,12.089538829274222,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
535,536,5,7,3,0,8,0,4,0,0,4,3,3,0,6,1,5,969,0,0,1,233,2,0,2464,0.13249776186213072,107500,11.585246126549855,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
536,537,7,5,4,2,8,0,3,3,3,4,5,3,0,1,1,8,0,0,0,1,275,2,1,2604,1.0,188000,12.144197241812087,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
537,538,4,5,3,2,8,0,1,1,3,3,3,3,0,4,1,5,600,0,0,1,216,1,0,1728,0.3055555555555556,111250,11.619535200028487,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
538,539,5,5,3,1,8,1,1,1,3,3,3,3,2,4,1,7,673,188,0,1,466,1,1,2210,0.35965746907706947,158000,11.970350312009105,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
539,540,8,5,4,2,8,1,3,2,3,4,5,4,3,6,1,6,1358,479,0,1,180,3,0,3182,0.14104996837444655,272000,12.513557345278134,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
