"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"481","481","20","rl","98","16033","pave","nothing","ir1","lvl","allpub","fr2","gtl","nridght","norm","norm","1fam","1story","9","5","2004","2005","hip","compshg","vinylsd","vinylsd","brkface","378","gd","ta","pconc","ex","ta","gd","glq","1261","unf","0","572","1833","gasa","ex","y","sbrkr","1850","0","0","1850","1","0","2","0","3","1","gd","8","typ","1","gd","attchd","2004","fin","3","772","ta","ta","y","519","112","0","0","0","0","nothing","nothing","nothing","0","3","2006","wd","normal","326000"
"482","482","20","rl","72","11846","pave","nothing","ir1","hls","allpub","inside","gtl","nridght","norm","norm","1fam","1story","9","5","2003","2004","hip","compshg","vinylsd","vinylsd","brkface","562","gd","ta","pconc","ex","ta","gd","glq","1567","unf","0","225","1792","gasa","ex","y","sbrkr","1792","0","0","1792","1","0","2","0","2","1","ex","6","typ","1","gd","attchd","2003","fin","3","874","ta","ta","y","206","49","0","0","0","0","nothing","nothing","nothing","0","8","2006","wd","normal","374000"
"483","483","70","rm","50","2500","pave","pave","reg","lvl","allpub","corner","gtl","oldtown","norm","norm","1fam","2story","7","8","1915","2005","gable","compshg","stucco","stucco","nothing","0","gd","ta","pconc","ta","ta","no","alq","299","unf","0","611","910","gasa","ex","y","sbrkr","916","910","0","1826","1","0","1","1","4","1","ex","7","min2","1","gd","attchd","1915","unf","1","164","fa","fa","y","0","0","0","0","0","0","nothing","nothing","nothing","0","6","2009","wd","normal","155000"
"484","484","120","rm","32","4500","pave","nothing","reg","lvl","allpub","fr2","gtl","mitchel","norm","norm","twnhs","1story","6","5","1998","1998","hip","compshg","vinylsd","vinylsd","brkface","116","ta","ta","pconc","ex","ta","no","glq","897","unf","0","319","1216","gasa","ex","y","sbrkr","1216","0","0","1216","1","0","2","0","2","1","ta","5","typ","0","nothing","attchd","1998","unf","2","402","ta","ta","y","0","125","0","0","0","0","nothing","nothing","nothing","0","5","2006","wd","normal","164000"
"485","485","20","rl","0","7758","pave","nothing","ir1","lvl","allpub","corner","gtl","sawyer","norm","norm","1fam","1story","5","7","1962","2001","gable","compshg","hdboard","plywood","nothing","0","ta","gd","cblock","ta","ta","no","alq","588","unf","0","411","999","gasa","gd","y","sbrkr","999","0","0","999","1","0","1","0","3","1","gd","6","typ","0","nothing","detchd","1963","unf","1","264","ta","ta","y","0","132","0","0","0","0","nothing","nothing","nothing","0","3","2007","wd","normal","132500"
"486","486","20","rl","80","9600","pave","nothing","reg","lvl","allpub","inside","gtl","names","norm","norm","1fam","1story","5","7","1950","2007","gable","compshg","metalsd","metalsd","nothing","0","gd","ta","cblock","ta","ta","no","alq","607","unf","0","506","1113","gasa","gd","y","sbrkr","1113","0","0","1113","0","0","1","0","3","1","gd","5","typ","1","gd","attchd","1950","unf","1","264","ta","ta","y","0","80","120","0","0","0","nothing","nothing","nothing","0","7","2009","wd","normal","147000"
"487","487","20","rl","79","10289","pave","nothing","reg","lvl","allpub","inside","gtl","names","norm","norm","1fam","1story","5","7","1965","1965","hip","compshg","metalsd","metalsd","brkface","168","ta","ta","cblock","ta","ta","no","alq","836","unf","0","237","1073","gasa","ta","y","sbrkr","1073","0","0","1073","1","0","1","1","3","1","ta","6","typ","0","nothing","attchd","1965","rfn","2","515","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","6","2007","wd","normal","156000"
"488","488","20","rl","70","12243","pave","nothing","ir1","lvl","allpub","inside","gtl","nwames","norm","norm","1fam","1story","5","6","1971","1971","gable","compshg","plywood","plywood","nothing","0","ta","ta","cblock","gd","ta","av","alq","998","unf","0","486","1484","gasa","gd","y","sbrkr","1484","0","0","1484","0","0","2","0","3","1","ta","7","typ","1","ta","attchd","1971","unf","2","487","ta","ta","y","224","0","0","0","180","0","nothing","nothing","nothing","0","2","2007","wd","normal","175000"
"489","489","190","rl","60","10800","pave","nothing","reg","lvl","allpub","corner","gtl","oldtown","norm","norm","2fmcon","1.5fin","5","4","1900","1970","gable","compshg","wd sdng","wd sdng","nothing","0","ta","fa","cblock","ta","fa","no","blq","664","unf","0","290","954","gasa","ta","n","fusea","1766","648","0","2414","0","0","2","0","3","2","ta","10","mod","1","gd","attchd","1970","unf","2","520","ta","fa","n","142","0","0","0","0","0","nothing","nothing","nothing","0","5","2006","conld","normal","160000"
"490","490","180","rm","21","1526","pave","nothing","reg","lvl","allpub","inside","gtl","meadowv","norm","norm","twnhs","sfoyer","4","8","1970","2002","gable","compshg","cemntbd","cmentbd","nothing","0","ta","gd","cblock","gd","ta","av","glq","515","unf","0","115","630","gasa","ta","y","sbrkr","630","0","0","630","1","0","1","0","1","1","gd","3","typ","0","nothing","attchd","1970","unf","1","286","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","5","2009","wd","normal","86000"
"491","491","160","rm","0","2665","pave","nothing","reg","lvl","allpub","inside","gtl","meadowv","norm","norm","twnhse","2story","5","6","1976","1976","gable","compshg","cemntbd","cmentbd","nothing","0","ta","ta","pconc","gd","ta","mn","unf","0","unf","0","264","264","gasa","ta","y","sbrkr","616","688","0","1304","0","0","1","1","3","1","ta","4","typ","1","gd","builtin","1976","fin","1","336","ta","ta","y","141","24","0","0","0","0","nothing","nothing","nothing","0","6","2008","wd","normal","115000"
"492","492","50","rl","79","9490","pave","nothing","reg","lvl","allpub","inside","gtl","names","artery","norm","1fam","1.5fin","6","7","1941","1950","gable","compshg","wd sdng","wd sdng","nothing","0","ta","ta","cblock","ta","ta","no","blq","403","rec","165","238","806","gasa","ta","y","fusea","958","620","0","1578","1","0","1","0","3","1","fa","5","typ","2","ta","attchd","1941","unf","1","240","ta","ta","y","0","0","32","0","0","0","nothing","mnprv","nothing","0","8","2006","wd","normal","133000"
"493","493","60","rl","105","15578","pave","nothing","ir1","lvl","allpub","corner","gtl","gilbert","norm","norm","1fam","2story","6","5","2006","2006","gable","compshg","vinylsd","vinylsd","nothing","0","gd","ta","pconc","gd","ta","no","unf","0","unf","0","728","728","gasa","gd","y","sbrkr","728","728","0","1456","0","0","2","1","3","1","ta","8","typ","0","nothing","attchd","2006","rfn","2","429","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","5","2006","new","partial","172785"
"494","494","20","rl","70","7931","pave","nothing","reg","lvl","allpub","inside","gtl","names","norm","norm","1fam","1story","5","6","1960","1960","gable","compshg","brkface","wd sdng","nothing","0","ta","ta","cblock","ta","ta","no","blq","374","lwq","532","363","1269","gasa","ta","y","fusea","1269","0","0","1269","0","0","1","1","3","1","ta","6","typ","1","fa","detchd","1964","unf","1","308","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","6","2008","wd","normal","155000"
"495","495","30","rm","50","5784","pave","nothing","reg","lvl","allpub","inside","gtl","oldtown","artery","norm","1fam","1story","5","8","1938","1996","gable","compshg","metalsd","metalsd","nothing","0","ta","ta","brktil","fa","ta","no","unf","0","unf","0","190","190","gasa","gd","y","fusea","886","0","0","886","0","0","1","0","2","1","ta","4","typ","0","nothing","attchd","1938","unf","1","273","ta","ta","y","144","20","80","0","0","0","nothing","nothing","nothing","0","12","2009","wd","normal","91300"
"496","496","30","c (all)","60","7879","pave","nothing","reg","lvl","allpub","inside","gtl","idotrr","norm","norm","1fam","1story","4","5","1920","1950","gable","compshg","wd sdng","wd sdng","nothing","0","ta","ta","cblock","ta","ta","no","rec","495","unf","0","225","720","gasa","ta","n","fusea","720","0","0","720","0","0","1","0","2","1","ta","4","typ","0","nothing","nothing","1920","nothing","0","0","nothing","nothing","n","0","523","115","0","0","0","nothing","gdwo","nothing","0","11","2009","wd","abnorml","34900"
"497","497","20","rl","0","12692","pave","nothing","ir1","lvl","allpub","inside","gtl","noridge","norm","norm","1fam","1story","8","5","1992","1993","hip","compshg","brkface","brkface","nothing","0","gd","ta","pconc","gd","ta","no","glq","1231","unf","0","1969","3200","gasa","ex","y","sbrkr","3228","0","0","3228","1","0","3","0","4","1","gd","10","typ","1","gd","attchd","1992","rfn","2","546","ta","ta","y","264","75","291","0","0","0","nothing","nothing","nothing","0","5","2007","wd","normal","430000"
"498","498","50","rl","60","9120","pave","pave","reg","lvl","allpub","inside","gtl","brkside","norm","norm","1fam","1.5fin","7","6","1925","1950","gable","compshg","wd sdng","wd sdng","nothing","0","ta","gd","pconc","ta","ta","no","rec","329","unf","0","697","1026","gasa","ex","y","sbrkr","1133","687","0","1820","1","0","2","0","4","1","ta","8","typ","0","nothing","detchd","1925","unf","1","240","ta","ta","n","0","100","0","0","0","0","nothing","gdprv","nothing","0","6","2008","wd","normal","184000"
"499","499","20","rl","65","7800","pave","nothing","reg","lvl","allpub","inside","gtl","sawyer","norm","norm","1fam","1story","5","7","1967","2004","hip","compshg","hdboard","hdboard","brkface","89","ta","ta","pconc","ta","ta","no","alq","450","unf","0","414","864","gasa","ex","y","sbrkr","899","0","0","899","0","0","1","0","3","1","gd","5","typ","0","nothing","attchd","1967","fin","1","288","ta","ta","y","64","0","0","0","0","0","nothing","mnprv","nothing","0","6","2009","wd","normal","130000"
"500","500","20","rl","70","7535","pave","nothing","ir1","lvl","allpub","inside","gtl","names","norm","norm","1fam","1story","5","7","1958","1985","gable","compshg","metalsd","metalsd","nothing","0","ta","ta","cblock","ta","ta","no","blq","111","lwq","279","522","912","gasa","fa","y","sbrkr","912","0","0","912","0","1","1","0","2","1","ta","5","typ","0","nothing","attchd","1958","fin","1","297","ta","ta","y","12","285","0","0","0","0","nothing","mnww","shed","480","6","2007","wd","normal","120000"
"501","501","160","rm","21","1890","pave","nothing","reg","lvl","allpub","inside","gtl","brdale","norm","norm","twnhs","2story","6","5","1973","1973","gable","compshg","hdboard","hdboard","brkface","285","ta","ta","cblock","ta","ta","no","blq","356","unf","0","316","672","gasa","ta","y","sbrkr","672","546","0","1218","0","0","1","1","3","1","ta","7","typ","0","nothing","detchd","1973","unf","1","264","ta","ta","y","144","28","0","0","0","0","nothing","nothing","nothing","0","5","2007","wd","normal","113000"
"502","502","60","fv","75","9803","pave","nothing","reg","lvl","allpub","inside","gtl","somerst","norm","norm","1fam","2story","7","5","2005","2005","gable","compshg","vinylsd","vinylsd","nothing","0","gd","ta","pconc","gd","ta","no","glq","400","unf","0","466","866","gasa","gd","y","sbrkr","866","902","0","1768","0","0","2","1","3","1","gd","7","typ","0","nothing","attchd","2005","rfn","2","603","ta","ta","y","0","108","0","0","0","0","nothing","nothing","nothing","0","2","2008","wd","normal","226700"
"503","503","20","rl","70","9170","pave","nothing","reg","lvl","allpub","corner","gtl","edwards","feedr","norm","1fam","1story","5","7","1965","1965","hip","compshg","metalsd","metalsd","nothing","0","ta","ta","cblock","ta","ta","no","alq","698","glq","96","420","1214","gasa","ex","y","sbrkr","1214","0","0","1214","1","0","1","0","2","1","ta","6","typ","0","nothing","detchd","1965","unf","2","461","fa","fa","y","0","0","184","0","0","0","nothing","gdprv","shed","400","4","2007","wd","normal","140000"
"504","504","20","rl","100","15602","pave","nothing","ir1","lvl","allpub","inside","gtl","crawfor","norm","norm","1fam","1story","7","8","1959","1997","gable","compshg","brkface","wd sdng","nothing","0","ta","ta","cblock","ta","ta","no","alq","1247","unf","0","254","1501","gasa","ta","y","sbrkr","1801","0","0","1801","1","0","2","0","1","1","ta","6","typ","2","ta","attchd","1959","fin","2","484","ta","ta","y","0","54","0","0","161","0","nothing","gdwo","nothing","0","3","2010","wd","normal","289000"
"505","505","160","rl","24","2308","pave","nothing","reg","lvl","allpub","inside","gtl","npkvill","norm","norm","twnhse","2story","6","5","1974","1974","gable","compshg","plywood","brk cmn","nothing","0","ta","ta","cblock","ta","ta","no","alq","257","rec","495","103","855","gasa","ta","y","sbrkr","855","467","0","1322","0","1","2","1","3","1","ta","6","typ","1","fa","attchd","1974","unf","2","440","ta","ta","y","260","0","0","0","0","0","nothing","nothing","nothing","0","6","2009","wd","normal","147000"
"506","506","90","rm","60","7596","pave","grvl","reg","lvl","allpub","inside","gtl","oldtown","artery","norm","duplex","2story","5","5","1952","1952","hip","compshg","wd sdng","wd sdng","brkface","360","ta","ta","cblock","ta","ta","no","unf","0","unf","0","960","960","gasa","gd","y","sbrkr","960","1000","0","1960","0","0","2","0","4","2","ta","10","typ","0","nothing","detchd","1952","unf","2","400","ta","ta","n","0","0","0","0","0","0","nothing","nothing","nothing","0","7","2009","cod","normal","124500"
"507","507","60","rl","80","9554","pave","nothing","ir1","lvl","allpub","inside","gtl","sawyerw","norm","norm","1fam","2story","8","5","1993","1994","gable","compshg","vinylsd","vinylsd","brkface","125","gd","ta","pconc","gd","ta","no","glq","380","unf","0","397","777","gasa","ex","y","sbrkr","1065","846","0","1911","0","0","2","1","3","1","gd","8","typ","1","ta","attchd","1993","rfn","2","471","ta","ta","y","182","81","0","0","0","0","nothing","nothing","nothing","0","9","2006","wd","normal","215000"
"508","508","20","fv","75","7862","pave","nothing","ir1","lvl","allpub","inside","gtl","somerst","norm","norm","1fam","1story","6","5","2009","2009","gable","compshg","vinylsd","vinylsd","nothing","0","gd","ta","pconc","gd","ta","no","glq","27","unf","0","1191","1218","gasa","ex","y","sbrkr","1218","0","0","1218","0","0","2","0","2","1","gd","4","typ","0","nothing","attchd","2009","fin","2","676","ta","ta","y","0","102","0","0","0","0","nothing","nothing","nothing","0","9","2009","new","partial","208300"
"509","509","70","rm","60","9600","pave","nothing","reg","lvl","allpub","inside","gtl","oldtown","norm","norm","1fam","2story","7","9","1928","2005","gambrel","compshg","metalsd","metalsd","nothing","0","ta","ex","brktil","ta","ta","no","rec","141","unf","0","548","689","gasa","ex","y","sbrkr","689","689","0","1378","0","0","2","0","3","1","gd","7","typ","1","gd","detchd","1928","unf","2","360","ta","ta","n","0","0","116","0","0","0","nothing","nothing","nothing","0","10","2008","wd","normal","161000"
"510","510","20","rl","80","9600","pave","nothing","reg","lvl","allpub","corner","gtl","names","norm","norm","1fam","1story","5","6","1959","1959","gable","compshg","metalsd","metalsd","brkface","132","ta","ta","cblock","ta","ta","no","alq","991","unf","0","50","1041","gasa","ex","y","sbrkr","1041","0","0","1041","1","0","1","0","3","1","ta","6","typ","0","nothing","attchd","1959","rfn","1","270","ta","ta","y","224","88","0","0","0","0","nothing","mnprv","nothing","0","7","2009","wd","normal","124500"
"511","511","20","rl","75","14559","pave","nothing","reg","lvl","allpub","inside","gtl","names","norm","norm","1fam","1story","5","7","1951","2000","hip","compshg","wd sdng","wd sdng","brkcmn","70","gd","ta","cblock","ta","ta","no","blq","650","rec","180","178","1008","gasa","ex","y","sbrkr","1363","0","0","1363","1","0","1","0","2","1","ta","6","min1","2","ta","carport","1951","unf","1","288","ta","ta","y","324","42","0","0","168","0","nothing","nothing","shed","2000","6","2009","wd","normal","164900"
"512","512","120","rl","40","6792","pave","nothing","ir1","lvl","allpub","inside","gtl","nridght","norm","norm","twnhse","1story","7","5","2005","2006","gable","compshg","vinylsd","vinylsd","stone","94","gd","ta","pconc","gd","ta","no","unf","0","unf","0","1368","1368","gasa","ex","y","sbrkr","1368","0","0","1368","0","0","2","0","2","1","gd","6","typ","1","gd","attchd","2005","rfn","2","474","ta","ta","y","132","35","0","0","0","0","nothing","nothing","nothing","0","3","2006","new","partial","202665"
"513","513","20","rl","70","9100","pave","nothing","reg","lvl","allpub","corner","gtl","names","feedr","norm","1fam","1story","5","5","1958","1958","gable","compshg","vinylsd","vinylsd","nothing","0","ta","ta","cblock","ta","ta","no","blq","521","lwq","174","169","864","gasa","ta","y","sbrkr","864","0","0","864","1","0","1","0","3","1","ta","5","typ","0","nothing","detchd","1964","unf","2","624","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","7","2006","wd","normal","129900"
