Id,OverallQual,OverallCond,KitchenQual,GarageCars,Functional,Fireplaces,BsmtExposure,GarageFinish,GarageQual,BsmtQual,HeatingQC,ExterQual,FireplaceQu,BsmtFinType1,BsmtFinType2,TotRmsAbvGrd,BsmtFinSF1,MasVnrArea,BsmtFinSF2,KitchenAbvGr,Outdoor_Rec,Total_Fullbath,Total_Halfbath,Total_House_Area,FinBsmt,SalePrice,logSalePrice,CentralAir_y,PavedDrive_p,PavedDrive_y
912,5,7,4,1,8,0,3,1,3,4,3,3,0,5,1,5,196,0,0,1,173,1,1,2536,0.1545741324921136,143500,11.874090314181814,1,0,1
913,5,7,3,1,7,0,1,1,3,3,3,3,0,3,1,6,489,0,0,1,232,1,0,1783,0.63671875,88000,11.385092093460344,0,0,1
914,5,6,3,3,8,0,1,1,3,3,3,3,0,4,1,8,284,0,0,2,0,2,0,3003,0.28371628371628377,145000,11.884489021402711,0,0,1
915,6,5,4,2,8,0,3,2,3,4,5,4,0,6,1,4,294,76,0,1,234,2,1,1836,0.48039215686274506,173733,12.065274916913605,1,0,1
916,4,5,3,1,8,0,1,1,3,3,2,3,0,1,1,6,0,80,0,1,0,1,1,1638,0.0,75000,11.225243392518447,1,0,1
917,2,3,3,1,8,0,3,1,3,3,3,3,0,4,1,4,50,0,0,1,0,1,0,960,0.10416666666666663,35311,10.47194980911048,0,0,1
918,4,6,3,1,8,0,1,2,3,3,5,3,0,5,1,6,1059,0,0,1,0,1,0,2363,0.9338624338624338,135000,11.813030057420567,1,0,1
919,7,5,4,3,8,1,2,2,3,5,5,4,3,4,6,8,48,0,634,1,488,3,1,3231,0.6177536231884058,238000,12.380025952653611,1,0,1
920,6,8,3,2,7,1,1,1,3,4,5,5,3,5,4,6,528,0,411,1,241,2,0,2598,0.7930743243243243,176500,12.081076155355488,1,0,1
921,6,5,4,2,8,0,1,2,3,4,5,4,0,6,1,7,814,105,0,1,387,2,2,2649,0.8771551724137931,201000,12.211060187041213,1,0,1
922,5,7,3,0,8,0,1,0,0,3,4,3,0,5,1,9,1084,0,0,2,70,4,2,3472,0.8522012578616353,145900,11.890676734510876,1,0,0
923,6,5,4,2,8,1,1,3,3,4,5,4,4,6,1,6,28,0,0,1,123,2,0,2632,0.021276595744680882,169990,12.043494890772815,1,0,1
924,6,5,4,2,8,1,1,2,3,4,5,4,2,2,6,5,165,0,841,1,69,3,0,3221,0.6271820448877805,193000,12.170445467887022,1,0,1
925,6,6,3,2,8,1,1,1,3,4,3,3,3,4,2,7,625,157,1061,1,515,3,0,3372,1.0,207500,12.24288661865289,1,0,1
926,5,6,5,2,8,0,3,2,3,4,3,3,0,5,2,6,767,0,93,1,180,2,1,2252,0.763765541740675,175000,12.072541252905651,1,0,1
927,8,5,5,3,8,1,1,3,3,4,5,4,4,1,1,10,0,340,0,1,204,2,1,3555,0.0,285000,12.560244459250788,1,0,1
928,7,5,3,2,8,1,1,2,3,3,4,3,4,4,1,9,552,342,0,1,43,2,1,2810,0.6634615384615384,176000,12.078239274020289,1,0,1
929,8,5,5,2,8,1,3,2,3,4,5,4,3,1,1,7,0,0,0,1,353,2,0,3541,0.0,236500,12.373703486914124,1,0,1
930,7,5,4,2,8,1,1,3,3,4,4,3,3,1,1,8,0,285,0,1,0,2,1,3200,0.0,222000,12.310432660854417,1,0,1
931,8,5,4,3,8,0,3,3,3,4,5,4,0,6,1,7,16,0,0,1,118,2,0,2932,0.010914051841746208,201000,12.211060187041213,1,0,1
932,5,6,3,1,8,0,1,1,3,3,5,3,0,4,3,5,338,0,466,1,0,1,1,1850,0.8691891891891892,117500,11.67419361256635,1,0,1
933,9,5,5,3,8,1,1,3,3,5,5,5,4,1,1,8,0,302,0,1,191,2,0,3810,0.0,320000,12.676076274775909,1,0,1
934,7,5,4,2,8,0,3,2,3,4,5,4,0,6,1,6,20,210,0,1,228,2,0,3000,0.013333333333333308,190000,12.154779351142624,1,0,1
935,7,7,4,2,8,1,4,2,3,4,5,3,4,6,1,9,425,0,0,1,0,3,0,2654,0.7264957264957265,242000,12.396693005138824,1,0,1
936,4,5,3,2,8,0,2,1,3,2,4,3,0,1,1,5,0,108,0,1,32,1,0,1347,0.0,79900,11.288531131754366,1,0,1
937,7,5,4,2,8,0,1,2,3,4,5,4,0,6,1,5,833,0,0,1,41,3,0,2376,0.7083333333333333,184900,12.127570417375216,1,0,1
938,7,5,4,2,8,1,2,2,3,4,5,4,4,6,1,8,341,0,0,1,48,2,1,3084,0.3063791554357592,253000,12.441144767709657,1,0,1
939,7,5,4,3,8,0,2,2,3,4,5,4,0,6,1,7,464,0,0,1,90,2,1,3353,0.33357296908698775,239799,12.38755635142507,1,0,1
940,7,7,3,1,8,2,2,1,3,3,5,3,3,1,1,10,0,0,0,1,374,2,0,3435,0.0,244400,12.406561506279576,1,0,1
941,6,5,3,2,8,0,4,1,3,3,3,3,0,3,2,8,936,0,396,2,40,2,0,3456,0.7708333333333334,150900,11.924372644755941,1,0,1
942,7,5,4,2,8,1,1,2,3,4,5,4,3,5,1,8,772,298,0,1,168,3,1,3052,0.7782258064516129,214000,12.273731294003989,1,0,1
943,4,3,3,0,8,0,4,0,0,4,3,3,0,6,1,8,1440,0,0,2,321,4,0,2880,1.0,150000,11.918390573078392,1,0,0
944,5,4,3,2,8,0,3,1,3,3,3,3,0,1,1,8,0,0,0,2,0,2,0,3264,0.0,143000,11.870599909242044,1,1,0
945,6,6,4,2,8,1,1,2,3,3,4,3,4,6,3,7,111,541,354,1,351,1,1,2163,0.5677655677655677,137500,11.831379196088763,1,0,1
946,5,6,3,2,8,0,1,1,3,3,3,3,0,2,1,7,1088,0,0,1,292,1,0,2957,1.0,124900,11.73526869611367,1,0,1
947,5,6,3,1,8,1,3,2,3,3,3,3,3,5,4,6,748,128,294,1,86,2,0,2288,0.9108391608391608,143000,11.870599909242044,1,0,1
948,8,5,4,3,8,1,3,3,3,4,5,4,4,6,1,9,1300,236,0,1,252,3,0,3245,0.8044554455445545,270000,12.506177237980511,1,0,1
949,7,5,4,2,8,1,1,2,3,4,5,4,3,1,1,7,0,144,0,1,240,2,1,2712,0.0,192500,12.167851432709975,1,0,1
950,6,7,4,2,8,1,1,2,3,3,3,3,3,5,1,5,982,0,0,1,0,2,1,2542,0.8458225667527993,197500,12.193493863323313,1,0,1
951,5,8,4,2,8,0,1,2,3,3,4,3,0,5,4,5,398,0,149,1,194,2,0,1728,0.6331018518518519,129000,11.76756768334381,1,0,1
952,5,5,3,1,8,0,1,1,3,3,4,3,0,4,1,6,641,0,0,1,421,2,0,1793,0.7741545893719807,119900,11.694413341015606,1,0,1
953,5,8,3,1,8,0,3,3,3,4,4,3,0,6,1,5,660,0,0,1,192,1,1,1536,0.859375,133900,11.804848531679264,1,0,1
954,5,4,3,2,6,1,3,2,3,3,5,3,1,5,2,7,562,232,193,1,494,2,2,2752,0.9630102040816326,172000,12.05524975579559,1,0,1
955,6,5,3,0,8,0,4,0,0,4,3,3,0,6,1,4,945,250,0,0,0,2,2,1925,1.0,127500,11.755871643580617,1,0,1
956,6,6,3,2,8,0,1,1,3,4,3,3,0,3,1,8,484,423,0,2,0,2,0,2937,0.4943820224719101,145000,11.884489021402711,0,0,1
957,6,6,3,2,8,1,1,3,3,4,3,3,3,5,1,5,285,0,0,1,150,1,1,1790,0.5080213903743316,124000,11.728036844587175,1,0,1
958,5,5,3,2,8,0,1,3,3,3,3,3,0,3,1,6,417,0,0,1,0,1,0,2114,0.3945127719962157,132000,11.790557201568507,1,0,1
959,7,5,4,2,8,0,2,2,3,4,5,4,0,6,1,6,699,0,0,1,39,3,0,2674,0.5228122662677637,185000,12.128111104060462,1,0,1
960,7,5,4,2,8,0,1,1,3,4,5,4,0,5,1,6,604,0,0,1,44,3,1,2112,0.867816091954023,155000,11.951180395901384,1,0,1
961,5,7,3,0,8,0,4,0,0,3,4,3,0,4,1,4,696,0,0,1,117,2,0,1716,0.8111888111888113,116500,11.665646551987892,1,0,1
962,6,7,3,2,8,1,1,3,3,4,3,3,3,5,1,11,896,424,0,1,832,3,1,4202,0.6736842105263158,272000,12.513557345278134,1,0,1
963,6,6,4,2,8,1,1,1,3,4,3,3,3,5,1,7,556,0,0,1,48,3,1,2352,0.691542288557214,155000,11.951180395901384,1,0,1
964,9,5,5,2,8,0,1,3,3,5,5,4,0,1,1,7,0,0,0,1,424,2,0,3600,0.0,239000,12.384218830913648,1,0,1
965,7,5,4,2,8,1,1,3,3,4,5,4,4,6,1,8,624,44,0,1,40,3,1,2711,0.7637698898408812,214900,12.277928082630602,1,0,1
966,6,5,4,2,8,1,1,3,3,4,5,4,4,1,1,8,0,0,0,1,72,2,1,2267,0.0,178900,12.09458226949681,1,0,1
967,5,7,3,1,6,2,1,1,3,3,5,4,3,3,1,7,428,0,0,1,70,2,1,2036,0.5879120879120879,160000,11.982929094215963,1,0,1
968,5,7,3,1,8,0,1,1,3,3,3,3,0,5,1,6,902,151,0,1,0,2,0,2196,0.8214936247723132,135000,11.813030057420567,1,0,1
969,3,6,3,0,8,0,1,0,0,3,2,3,0,1,1,6,0,0,0,1,0,1,0,1568,0.0,37900,10.542706391070517,0,0,1
970,6,5,3,1,8,0,4,2,3,3,3,3,0,5,1,6,513,105,0,1,0,2,0,1683,0.8724489795918368,140000,11.84939770159144,1,0,1
971,4,4,3,0,8,0,1,0,0,3,3,3,0,1,1,6,0,0,0,1,0,1,1,1912,0.0,135000,11.813030057420567,0,0,1
972,7,5,4,2,8,0,1,2,3,4,5,4,0,6,1,6,567,106,0,1,27,2,0,2390,0.7421465968586387,173000,12.061046873479915,1,0,1
973,6,5,3,1,8,1,1,1,3,4,3,3,3,1,1,5,0,0,0,1,28,2,0,1836,0.0,99500,11.507912923146684,1,0,1
974,7,5,4,2,8,0,1,3,3,4,5,4,0,1,1,6,0,0,0,1,120,2,0,2856,0.0,182000,12.111761966058932,1,0,1
975,7,8,4,2,8,0,1,1,3,4,3,3,0,1,1,8,0,0,0,1,644,1,0,2747,0.0,167500,12.028738630247258,0,0,1
976,7,5,4,2,8,0,1,1,3,4,5,4,0,6,1,6,641,0,0,1,203,3,1,2055,0.9524517087667161,165000,12.013700752882718,1,0,1
977,4,7,2,0,8,0,1,0,0,4,3,3,0,1,1,4,0,0,0,1,0,1,0,1309,0.0,85500,11.356271654924852,1,0,1
978,7,5,4,2,8,0,1,3,3,4,5,4,0,6,1,4,1106,0,0,1,116,2,1,2482,0.8912167606768735,199900,12.205572520488492,1,0,1
979,4,5,3,2,8,0,1,1,3,3,5,3,0,2,1,5,552,0,0,1,0,1,0,1788,0.6174496644295302,110000,11.608235644774552,1,0,1
980,5,6,3,2,8,0,1,1,3,3,3,3,0,3,1,5,651,0,0,1,80,2,0,2242,0.5807314897413024,139000,11.842229212112828,1,0,1
981,7,9,5,2,8,0,3,2,3,3,4,5,0,5,1,6,867,210,0,1,220,2,0,1943,0.9184322033898304,178400,12.091783499128047,1,0,1
982,8,5,4,3,8,1,1,3,3,4,5,4,3,6,1,8,854,975,0,1,250,3,1,3837,0.6971428571428571,336000,12.724866438945341,1,0,1
983,7,5,4,2,8,1,3,3,3,4,5,4,4,1,1,6,0,16,0,1,116,2,0,2532,0.0,159895,11.982272628789678,1,0,1
984,8,5,4,2,8,1,2,1,3,4,5,4,4,1,1,9,0,0,0,1,0,2,1,3418,0.0,255900,12.45254202214788,1,0,1
985,5,5,4,2,8,0,0,1,3,0,3,3,0,0,0,8,0,0,0,2,0,2,0,1734,0.0,126000,11.744037185933616,1,0,1
986,5,5,3,1,8,0,1,1,3,3,3,3,0,5,1,5,1040,0,0,1,48,2,0,2328,0.8934707903780069,125000,11.736069016284437,0,0,1
987,6,8,4,1,8,0,1,1,2,3,4,3,0,1,1,5,0,0,0,1,394,1,0,2120,0.0,117000,11.669929213779893,1,0,1
988,9,5,5,3,8,1,3,3,3,5,5,5,4,6,1,8,1646,450,0,1,263,3,1,3870,0.8528497409326425,395192,12.88712700173598,1,0,1
989,6,6,4,2,8,1,1,3,3,3,3,3,3,2,1,8,156,298,0,1,224,2,1,2878,0.1839622641509434,195000,12.180754837545884,1,0,1
990,7,5,4,2,8,0,1,2,3,4,5,4,0,1,1,6,0,0,0,1,50,2,1,2346,0.0,197000,12.190959007720126,1,0,1
991,8,5,4,3,8,1,1,3,3,4,5,4,3,6,1,7,1074,423,0,1,70,3,1,3788,0.7693409742120344,348000,12.759957758756611,1,0,1
992,8,9,4,2,8,1,1,1,3,3,4,4,4,4,1,8,216,0,0,1,169,1,1,2658,0.23580786026200873,168000,12.031719258385396,1,1,0
993,6,8,4,2,8,1,4,2,3,3,4,3,2,4,3,7,536,340,117,1,281,2,1,2673,0.7944038929440389,187000,12.138863895836725,1,0,1
994,6,5,4,2,8,0,1,2,3,4,5,3,0,1,1,6,0,0,0,1,35,2,1,2250,0.0,173900,12.066235700342375,1,0,1
995,10,5,5,3,8,1,4,3,3,5,5,5,4,6,1,7,1172,230,0,1,264,3,0,3418,0.6894117647058824,337500,12.729320789294722,1,0,1
996,4,7,3,1,8,0,1,1,3,3,3,3,0,5,1,5,384,0,0,1,120,2,1,1977,0.5140562248995983,121600,11.708492248514204,1,0,1
997,5,6,3,1,8,0,1,1,3,3,3,3,0,3,1,6,915,0,0,1,319,2,0,2100,0.8714285714285714,136500,11.824079893607152,1,0,1
998,6,6,3,2,8,1,1,2,3,3,3,3,3,1,1,6,0,571,0,1,371,2,0,2884,0.0,185000,12.128111104060462,1,0,1
999,3,4,3,1,8,1,1,1,3,3,2,3,4,1,1,6,0,0,0,1,148,1,0,2084,0.0,91000,11.418614785498987,0,1,0
1000,7,5,4,2,8,0,3,2,3,4,5,4,0,6,1,6,686,24,0,1,166,3,0,2395,0.577927548441449,206000,12.235631447771718,1,0,1
1001,3,3,2,2,7,0,0,1,3,0,2,3,0,0,0,4,0,0,0,1,0,1,0,944,0.0,82000,11.314474526246391,0,0,1
1002,5,6,5,1,8,0,1,1,2,2,5,3,0,1,1,4,0,0,0,1,114,1,0,1382,0.0,86000,11.362102575235644,1,0,0
1003,8,5,4,3,8,1,1,2,3,4,5,4,4,6,1,7,24,53,0,1,248,2,0,3148,0.015247776365946653,232000,12.354492650648448,1,0,1
1004,5,6,3,2,8,0,1,1,3,3,2,3,0,1,1,8,0,164,0,2,0,2,0,3360,0.0,136905,11.827042533619087,1,0,1
1005,7,5,4,2,8,1,1,3,3,4,5,4,4,6,1,7,16,16,0,1,156,2,0,2850,0.011887072808320909,181000,12.106252310247962,1,0,1
1006,5,8,3,1,8,0,3,1,3,4,3,4,0,6,1,6,595,220,0,1,210,2,0,1970,0.6040609137055837,149900,11.917723684090689,1,0,1
1007,6,3,3,2,8,1,1,1,3,4,4,3,3,2,1,7,1237,0,0,1,147,2,1,3314,0.7465298732649366,163500,12.004568269319446,1,0,1
1008,4,4,3,1,8,0,1,2,3,3,3,3,0,4,2,6,273,0,273,1,238,1,1,1638,1.0,88000,11.385092093460344,1,0,1
1009,7,5,4,2,8,1,2,3,3,5,5,4,4,1,1,7,0,108,0,1,328,2,0,3420,0.0,240000,12.388394202324129,1,0,1
1010,5,5,3,0,8,0,1,0,0,3,5,3,0,1,1,7,0,0,0,1,138,2,0,2530,0.0,102000,11.532728092266408,1,1,0
1011,5,5,3,1,8,1,1,1,3,3,3,3,4,1,1,7,0,0,0,1,108,2,0,1991,0.0,135000,11.813030057420567,1,0,1
1012,5,5,3,0,8,0,0,0,0,0,3,3,0,0,0,8,0,0,0,2,0,2,0,1664,0.0,100000,11.512925464970229,0,0,1
1013,6,7,4,1,8,2,1,1,3,3,3,3,3,1,1,7,0,0,0,1,261,1,1,2104,0.0,165000,12.013700752882718,1,0,1
1014,5,4,3,1,3,0,1,1,3,3,3,3,0,5,3,4,247,0,465,1,256,2,0,2044,0.6966731898238747,85000,11.350406535472453,0,0,1
1015,6,5,3,1,8,1,1,1,3,3,3,3,4,4,1,5,336,206,0,1,130,1,0,2164,0.3105360443622921,119200,11.688558033613386,1,0,1
1016,8,6,4,2,8,0,1,3,3,4,5,4,0,6,1,6,643,0,0,1,45,3,1,2475,0.7938271604938272,227000,12.332705296463539,1,0,1
1017,7,5,4,2,8,1,4,3,3,4,5,4,3,6,1,6,690,196,0,1,181,3,0,3008,0.4587765957446809,203000,12.220961258023925,1,0,1
1018,8,5,4,2,8,1,3,2,3,4,4,4,5,6,1,4,1036,0,0,1,63,2,0,2580,0.8491803278688524,187500,12.141534124392603,1,0,1
1019,7,5,4,2,8,1,1,2,3,4,4,4,3,1,1,7,0,76,0,1,164,2,1,1856,0.0,160000,11.982929094215963,1,0,1
1020,7,5,4,2,8,1,4,3,3,4,5,4,4,6,1,6,16,145,0,1,162,2,0,2868,0.011747430249632873,213490,12.27134527214637,1,0,1
1021,4,5,4,2,8,0,1,3,3,4,5,3,0,6,1,5,1024,0,0,1,316,2,1,2264,0.9045936395759717,176000,12.078239274020289,1,0,1
1022,7,5,4,2,8,0,3,2,3,4,5,4,0,6,1,6,684,84,0,1,159,3,0,2419,0.5704753961634695,194000,12.175613438045465,1,0,1
1023,5,5,3,1,8,0,1,1,2,3,4,3,0,2,1,6,324,0,0,1,192,1,0,2160,0.35526315789473684,87000,11.37366339763672,1,0,1
1024,7,5,4,2,8,1,1,3,3,4,5,4,4,6,1,7,16,14,0,1,176,2,0,2850,0.011887072808320909,191000,12.160028707028767,1,0,1
1025,8,6,4,2,8,1,3,3,3,4,3,4,4,5,2,10,1165,0,400,1,246,3,0,4463,1.0,287000,12.567237494741757,1,0,1
1026,5,5,3,2,8,0,1,1,3,3,3,3,0,2,3,5,138,0,468,1,96,2,0,1764,0.6870748299319728,112500,11.630708500626612,1,0,1
1027,5,5,3,2,8,2,1,1,3,3,3,3,4,3,1,6,697,324,0,1,143,2,0,2532,0.5496845425867508,167500,12.028738630247258,1,0,1
1028,8,5,4,3,8,1,4,2,3,4,5,4,4,6,1,7,1513,338,0,1,236,3,0,3284,0.9236874236874237,293077,12.588190652108505,1,0,1
1029,5,5,3,1,8,1,1,1,3,3,3,3,4,3,4,6,368,0,41,1,0,2,0,2144,0.5325520833333333,105000,11.56171562913966,1,0,1
1030,6,7,3,1,8,0,1,1,3,3,4,3,0,4,1,7,317,281,0,1,28,1,2,1890,0.47172619047619047,118000,11.678439903447801,1,0,1
1031,5,8,3,0,8,0,2,0,0,3,4,3,0,1,1,10,0,0,0,2,228,2,0,2614,0.0,160000,11.982929094215963,1,0,0
1032,7,3,3,2,8,2,1,3,3,3,5,3,3,6,1,12,523,0,0,1,199,3,1,3906,0.6347087378640777,197000,12.190959007720126,1,0,1
1033,8,7,4,3,8,1,1,2,3,4,5,4,3,6,1,10,1012,0,0,1,264,3,1,3858,0.7563527653213752,310000,12.644327576461329,1,0,1
1034,7,5,4,3,8,0,1,1,3,4,5,4,0,6,1,6,986,295,0,1,136,3,0,3308,0.5961305925030229,230000,12.345834587905333,1,0,1
1035,5,7,2,1,8,1,1,1,2,2,5,3,4,1,1,5,0,0,0,1,0,1,0,1874,0.0,119750,11.693161515273161,1,0,1
1036,4,3,3,1,8,0,0,1,3,0,5,3,0,0,0,5,0,0,0,1,186,1,0,845,0.0,84000,11.33857207782545,0,0,0
1037,9,5,5,3,8,1,4,3,3,5,5,4,5,6,1,6,1022,70,0,1,228,3,0,3240,0.6308641975308642,315500,12.661913960963405,1,0,1
1038,8,5,4,2,8,1,1,3,3,4,5,4,3,1,1,7,0,396,0,1,234,2,1,3318,0.0,287000,12.567237494741757,1,0,1
1039,4,6,3,0,8,1,1,0,0,3,3,3,3,1,1,6,0,0,0,1,0,1,1,1890,0.0,97000,11.48246625748552,1,0,1
1040,4,4,3,1,8,0,3,1,3,4,3,3,0,6,1,3,509,0,0,1,0,2,0,1260,0.807936507936508,80000,11.289781913656018,1,0,1
1041,5,4,3,2,4,1,1,2,3,3,5,3,3,3,4,8,168,67,682,1,0,3,0,2937,0.7495590828924162,155000,11.951180395901384,1,0,1
1042,6,8,4,2,8,0,1,1,3,3,4,3,0,6,3,7,400,252,64,1,40,1,2,2432,0.5800000000000001,173000,12.061046873479915,1,0,1
1043,6,5,4,2,8,1,3,2,3,4,5,4,4,5,1,5,900,135,0,1,233,3,0,2612,0.6891271056661562,196000,12.185869938212655,1,0,1
1044,7,5,4,2,8,1,1,1,3,4,5,3,5,6,1,10,1085,99,0,1,313,3,1,3804,0.735593220338983,262280,12.477167914377556,1,0,1
1045,8,5,4,2,8,1,1,3,3,4,3,4,4,5,1,9,1104,0,0,1,594,3,1,5048,0.43740095087163233,278000,12.535376392672774,1,0,1
1046,3,5,3,2,6,1,0,1,3,0,5,3,4,0,0,8,0,0,0,1,0,2,0,1733,0.0,139600,11.84653646931041,1,0,1
1047,9,5,5,3,8,1,3,3,3,5,5,4,4,6,1,11,240,208,0,1,322,3,1,4860,0.12048192771084343,556581,13.229567991666638,1,0,1
1048,5,5,3,2,8,0,1,1,3,4,5,3,0,6,1,5,686,0,0,1,0,1,1,1980,0.692929292929293,145000,11.884489021402711,1,0,1
1049,5,4,3,2,7,1,0,1,3,0,3,3,3,0,0,9,0,75,0,1,0,1,0,1771,0.0,115000,11.652687407345388,1,0,1
1050,4,7,4,1,8,0,0,1,3,0,5,3,0,0,0,6,0,0,0,1,0,1,0,930,0.0,84900,11.349229372299439,1,0,1
1051,7,5,4,2,8,0,3,3,3,4,5,4,0,1,1,6,0,0,0,1,22,2,0,2604,0.0,176485,12.080991165908294,1,0,1
1052,7,5,4,2,8,1,3,3,3,4,5,4,4,1,1,6,0,0,0,1,20,2,0,2632,0.0,200141,12.206777397134413,1,0,1
1053,6,6,3,2,8,1,1,2,3,3,3,3,3,3,1,9,442,272,0,1,52,1,2,2793,0.5416666666666667,165000,12.013700752882718,1,0,1
1054,5,6,3,1,6,1,3,1,3,3,5,3,4,3,1,7,383,145,0,1,194,1,0,2742,0.31496710526315785,144500,11.881034786534624,1,0,1
1055,8,5,4,2,8,1,2,3,3,4,5,4,4,6,1,7,932,210,0,1,259,3,1,3054,0.8751173708920188,255000,12.449018824140563,1,0,1
1056,6,5,3,2,8,1,1,3,3,4,3,3,3,5,1,7,644,160,0,1,189,2,1,2716,0.539815590947192,180000,12.100712129872347,1,0,1
1057,7,5,4,2,8,1,3,2,3,4,5,4,4,6,1,6,659,240,0,1,228,3,0,2728,0.4831378299120235,185850,12.132695175725399,1,0,1
1058,7,6,4,2,8,1,1,3,3,4,5,4,4,6,1,7,595,0,0,1,266,2,1,2823,0.6115107913669064,248000,12.421184025147118,1,0,1
1059,9,5,5,3,8,1,3,3,3,5,5,5,4,6,1,10,936,154,0,1,102,3,1,3288,0.8478260869565217,335000,12.721885810807203,1,0,1
1060,6,7,3,2,8,1,2,1,3,3,3,3,4,3,2,7,297,480,557,1,19,1,1,2845,1.0,220000,12.301382825334498,1,0,1
1061,8,5,4,2,8,0,2,3,3,4,5,4,0,6,1,6,616,0,0,1,170,3,0,2676,0.4603886397608371,213500,12.271392111650817,1,0,1
1062,3,4,3,3,8,0,1,2,3,3,3,2,0,1,1,6,0,0,0,1,20,1,0,1788,0.0,81000,11.302204433654575,1,0,1
1063,5,5,3,2,6,0,1,1,3,3,3,3,0,1,1,10,0,0,0,2,57,2,0,2999,0.0,90000,11.407564949312402,0,0,1
1064,6,6,4,2,8,1,1,1,3,3,4,3,4,4,1,5,397,0,0,1,286,1,0,2206,0.3599274705349048,110500,11.612770799939945,1,0,1
1065,5,6,3,2,8,1,2,2,3,3,5,3,1,4,3,6,740,200,230,1,58,1,1,2308,0.8405545927209706,154000,11.944707881395766,1,0,1
1066,7,5,4,2,8,0,4,2,3,5,5,4,0,6,1,7,1201,0,0,1,340,3,1,3566,0.9196018376722818,328000,12.70076888736628,1,0,1
1067,6,7,3,2,8,1,1,2,3,4,4,4,3,1,1,7,0,0,0,1,40,2,1,2370,0.0,178000,12.089538829274222,1,0,1
1068,6,6,3,2,8,0,4,2,3,3,3,3,0,6,2,7,674,360,106,1,645,2,1,2391,1.0,167900,12.031123843065632,1,0,1
1069,6,4,3,2,4,1,1,3,3,4,4,3,4,5,1,10,837,0,0,1,748,3,1,3463,0.8885350318471338,151400,11.927680619985486,1,0,1
1070,5,7,4,2,8,0,1,1,3,3,3,3,0,5,1,4,220,0,0,1,0,1,1,1738,0.2603550295857988,135000,11.813030057420567,1,0,1
1071,5,5,3,1,8,0,1,1,3,3,3,3,0,4,1,6,586,120,0,1,212,2,0,2096,0.5591603053435115,135000,11.813030057420567,1,0,1
1072,6,6,3,2,8,0,1,1,3,3,5,3,0,3,1,8,298,0,0,1,0,1,1,2283,0.40990371389270974,154000,11.944707881395766,1,0,1
1073,5,3,3,1,8,1,2,1,3,2,2,3,3,1,1,7,0,0,0,1,0,2,1,2266,0.0,91500,11.424094251263613,1,1,0
1074,6,6,3,2,8,0,1,3,3,3,3,3,0,4,1,6,535,140,0,1,252,1,1,2116,0.7753623188405797,159500,11.979799201207037,1,0,1
1075,7,5,4,3,8,0,3,2,3,4,5,4,0,1,1,5,0,0,0,1,233,2,0,2480,0.0,194000,12.175613438045465,1,0,1
1076,7,6,3,1,8,2,1,1,3,3,3,3,4,4,1,6,410,0,0,1,0,1,1,2540,0.5125,219500,12.299107511497363,1,0,1
1077,5,8,4,2,7,1,1,1,3,2,4,3,3,5,1,7,626,0,0,1,457,2,1,2262,0.7864321608040201,170000,12.043553716032399,1,0,1
1078,5,5,3,1,8,0,2,3,3,3,5,3,0,4,3,6,75,0,791,1,272,2,0,2192,0.7901459854014599,138800,11.840789327054841,1,0,1
1079,6,5,4,2,8,1,2,2,3,4,5,4,4,6,1,3,662,169,0,1,140,2,0,1696,0.7806603773584906,155900,11.956970055045868,1,0,1
1080,5,5,3,1,8,0,1,1,3,4,4,3,0,6,1,5,495,0,0,1,64,1,0,1980,0.5,126000,11.744037185933616,1,0,1
1081,6,7,4,2,8,0,1,2,3,3,5,4,0,5,1,5,656,144,0,1,271,2,1,2516,0.5214626391096979,145000,11.884489021402711,1,0,1
1082,5,5,3,1,8,0,1,3,3,3,2,3,0,5,1,5,824,0,0,1,220,2,1,2080,0.7923076923076923,133000,11.79810440720389,1,0,1
1083,7,5,4,2,8,1,1,2,3,4,5,4,4,1,1,6,0,100,0,1,231,2,0,2918,0.0,192000,12.165250651009918,1,0,1
1084,6,6,3,1,8,2,1,2,3,3,3,3,4,4,1,6,553,425,0,1,116,2,0,2502,0.44204636290967225,160000,11.982929094215963,1,0,1
1085,6,5,3,2,8,1,1,3,3,4,4,3,3,5,1,6,592,0,0,1,359,2,1,2189,0.8567293777134588,187500,12.141534124392603,1,0,1
1086,6,6,4,2,8,0,3,1,3,4,5,3,0,6,1,5,747,0,0,1,120,2,0,1932,0.7980769230769231,147000,11.898187865760873,1,0,1
1087,4,5,3,1,8,0,1,2,3,3,3,3,0,4,1,6,334,0,0,1,216,1,1,1638,0.6117216117216118,83500,11.332601910838946,1,0,1
1088,8,5,4,3,8,1,2,2,3,4,5,4,4,1,1,9,0,0,0,1,210,2,1,3035,0.0,252000,12.437184366493561,1,0,1
1089,7,5,4,2,4,0,1,1,3,4,5,4,0,1,1,7,0,50,0,1,40,2,0,2679,0.0,137500,11.831379196088763,1,0,1
1090,8,5,4,2,8,1,1,3,3,4,5,4,4,6,1,4,1039,0,0,1,84,2,1,2494,0.8331996792301524,197000,12.190959007720126,1,0,1
1091,3,4,3,2,8,0,0,1,3,0,2,3,0,0,0,6,0,0,0,2,0,2,0,1040,0.0,92900,11.439278924801929,0,0,1
1092,7,5,4,2,8,0,1,1,3,4,5,4,0,4,1,4,510,212,0,1,48,3,1,1852,0.85,160000,11.982929094215963,1,0,1
